time,latitude_deg,longitude_deg
0.009324789047241211,41.8700434,-87.6503096
0.010706663131713867,41.8700434,-87.6503096
0.026591062545776367,41.8700434,-87.6503096
0.02702498435974121,41.8700434,-87.6503096
0.05057716369628906,41.8700434,-87.6503096
0.050989627838134766,41.8700434,-87.6503096
0.06851983070373535,41.8700434,-87.6503096
0.06888961791992188,41.8700434,-87.6503096
0.08676695823669434,41.8700434,-87.6503096
0.08713841438293457,41.8700434,-87.6503096
0.10727405548095703,41.8700434,-87.6503096
0.10765838623046875,41.8700434,-87.6503096
0.1283574104309082,41.8700434,-87.6503096
0.1294538974761963,41.8700434,-87.6503096
0.1464238166809082,41.8700434,-87.6503096
0.14682626724243164,41.8700434,-87.6503096
0.16758155822753906,41.8700434,-87.6503096
0.16793084144592285,41.8700434,-87.6503096
0.18815231323242188,41.8700434,-87.6503096
0.18846631050109863,41.8700434,-87.6503096
0.20670580863952637,41.8700434,-87.6503096
0.2071223258972168,41.8700434,-87.6503096
0.2265787124633789,41.8700434,-87.6503096
0.22693109512329102,41.8700434,-87.6503096
0.25119972229003906,41.8700434,-87.6503096
0.2515530586242676,41.8700434,-87.6503096
0.266204833984375,41.8700434,-87.65030949999999
0.26659107208251953,41.8700434,-87.65030949999999
0.287278413772583,41.8700434,-87.65030949999999
0.2877163887023926,41.8700434,-87.65030949999999
0.30817127227783203,41.8700434,-87.65030949999999
0.3085918426513672,41.8700434,-87.65030949999999
0.3256509304046631,41.8700434,-87.65030949999999
0.3260774612426758,41.8700434,-87.65030949999999
0.3499796390533447,41.8700434,-87.65030949999999
0.3503556251525879,41.8700434,-87.65030949999999
0.3688697814941406,41.8700434,-87.65030949999999
0.36928272247314453,41.8700434,-87.65030949999999
0.386310338973999,41.8700434,-87.65030949999999
0.3867640495300293,41.8700434,-87.65030949999999
0.4066178798675537,41.8700434,-87.65030949999999
0.40702104568481445,41.8700434,-87.65030949999999
0.42818522453308105,41.8700434,-87.65030949999999
0.4284791946411133,41.8700434,-87.65030949999999
0.4458765983581543,41.8700434,-87.65030949999999
0.4461550712585449,41.8700434,-87.65030949999999
0.4664318561553955,41.8700434,-87.65030949999999
0.46672773361206055,41.8700434,-87.65030949999999
0.48830199241638184,41.8700434,-87.65030949999999
0.48871278762817383,41.8700434,-87.65030949999999
0.5059950351715088,41.8700434,-87.65030949999999
0.506335973739624,41.8700434,-87.65030949999999
0.5266377925872803,41.8700434,-87.65030949999999
0.5270078182220459,41.8700434,-87.65030949999999
0.5512838363647461,41.8700435,-87.65030949999999
0.5517160892486572,41.8700435,-87.65030949999999
0.5660483837127686,41.8700435,-87.65030949999999
0.5664577484130859,41.8700435,-87.65030949999999
0.5865890979766846,41.8700435,-87.65030949999999
0.5869972705841064,41.8700435,-87.65030949999999
0.6086761951446533,41.8700435,-87.65030949999999
0.6091439723968506,41.8700435,-87.65030949999999
0.6265318393707275,41.8700435,-87.65030949999999
0.6268720626831055,41.8700435,-87.65030949999999
0.6500394344329834,41.8700435,-87.65030949999999
0.6504237651824951,41.8700435,-87.65030949999999
0.6680080890655518,41.8700435,-87.65030949999999
0.6683003902435303,41.8700435,-87.65030949999999
0.6859767436981201,41.8700435,-87.65030949999999
0.6863279342651367,41.8700435,-87.65030949999999
0.7071483135223389,41.8700435,-87.65030949999999
0.707481861114502,41.8700435,-87.65030949999999
0.7282886505126953,41.8700435,-87.65030949999999
0.7286920547485352,41.8700435,-87.65030949999999
0.7460465431213379,41.8700435,-87.65030949999999
0.7464399337768555,41.8700435,-87.65030949999999
0.7666831016540527,41.8700435,-87.65030949999999
0.7670378684997559,41.8700435,-87.65030949999999
0.788132905960083,41.8700435,-87.65030949999999
0.7885103225708008,41.8700435,-87.65030949999999
0.8059678077697754,41.8700435,-87.65030949999999
0.8063058853149414,41.8700435,-87.65030949999999
0.826984167098999,41.8700435,-87.6503094
0.8273212909698486,41.8700435,-87.6503094
0.8514804840087891,41.8700435,-87.6503094
0.8519496917724609,41.8700435,-87.6503094
0.8662121295928955,41.8700435,-87.6503094
0.8666605949401855,41.8700435,-87.6503094
0.8865664005279541,41.8700435,-87.6503094
0.8868775367736816,41.8700435,-87.6503094
0.9082486629486084,41.8700435,-87.6503094
0.9086575508117676,41.8700435,-87.6503094
0.9265661239624023,41.8700435,-87.6503094
0.9268589019775391,41.8700435,-87.6503094
0.9500510692596436,41.8700435,-87.6503094
0.9504249095916748,41.8700435,-87.6503094
0.9684641361236572,41.8700435,-87.6503094
0.9689440727233887,41.8700435,-87.6503094
0.9860143661499023,41.8700435,-87.6503094
0.9864413738250732,41.8700435,-87.6503094
1.0066797733306885,41.8700435,-87.6503094
1.0069942474365234,41.8700435,-87.6503094
1.0282933712005615,41.8700435,-87.6503094
1.0286009311676025,41.8700435,-87.6503094
1.0463018417358398,41.8700435,-87.6503094
1.0467185974121094,41.8700435,-87.6503094
1.0672307014465332,41.8700435,-87.6503094
1.067521333694458,41.8700435,-87.6503094
1.0885646343231201,41.8700435,-87.6503094
1.0890300273895264,41.8700435,-87.6503094
1.1057615280151367,41.870043599999995,-87.6503094
1.1062214374542236,41.870043599999995,-87.6503094
1.1273071765899658,41.870043599999995,-87.6503094
1.127729892730713,41.870043599999995,-87.6503094
1.146117925643921,41.870043599999995,-87.6503094
1.1465249061584473,41.870043599999995,-87.6503094
1.1666319370269775,41.870043599999995,-87.6503094
1.1670503616333008,41.870043599999995,-87.6503094
1.1881413459777832,41.870043599999995,-87.6503094
1.1884584426879883,41.870043599999995,-87.6503094
1.2061405181884766,41.870043599999995,-87.6503094
1.2065434455871582,41.870043599999995,-87.6503094
1.226597785949707,41.870043599999995,-87.6503094
1.2270541191101074,41.870043599999995,-87.6503094
1.251075029373169,41.870043599999995,-87.6503094
1.2514939308166504,41.870043599999995,-87.6503094
1.2656466960906982,41.870043599999995,-87.6503094
1.2659447193145752,41.870043599999995,-87.6503094
1.286609411239624,41.870043599999995,-87.6503094
1.2870182991027832,41.870043599999995,-87.6503094
1.3092293739318848,41.870043599999995,-87.6503094
1.30964994430542,41.870043599999995,-87.6503094
1.3266241550445557,41.870043599999995,-87.65030929999999
1.3270127773284912,41.870043599999995,-87.65030929999999
1.350311517715454,41.870043599999995,-87.65030929999999
1.3506488800048828,41.870043599999995,-87.65030929999999
1.3688325881958008,41.870043599999995,-87.65030929999999
1.3692800998687744,41.870043599999995,-87.65030929999999
1.3863637447357178,41.870043599999995,-87.65030929999999
1.386742115020752,41.870043599999995,-87.65030929999999
1.4078400135040283,41.870043599999995,-87.65030929999999
1.408188819885254,41.870043599999995,-87.65030929999999
1.4265892505645752,41.870043599999995,-87.65030929999999
1.4269585609436035,41.870043599999995,-87.65030929999999
1.4499931335449219,41.870043599999995,-87.65030929999999
1.4504203796386719,41.870043599999995,-87.65030929999999
1.4682941436767578,41.870043599999995,-87.65030929999999
1.4687104225158691,41.870043599999995,-87.65030929999999
1.485966444015503,41.870043599999995,-87.65030929999999
1.4863395690917969,41.870043599999995,-87.65030929999999
1.5065152645111084,41.870043599999995,-87.65030929999999
1.5068514347076416,41.870043599999995,-87.65030929999999
1.528165578842163,41.870043599999995,-87.65030929999999
1.5285232067108154,41.870043599999995,-87.65030929999999
1.5460262298583984,41.870043599999995,-87.65030929999999
1.5463542938232422,41.870043599999995,-87.65030929999999
1.566772222518921,41.870043599999995,-87.65030929999999
1.5671796798706055,41.870043599999995,-87.65030929999999
1.5887324810028076,41.870043599999995,-87.65030929999999
1.589125156402588,41.870043599999995,-87.65030929999999
1.6061389446258545,41.870043599999995,-87.65030929999999
1.6065001487731934,41.870043599999995,-87.65030929999999
1.627802848815918,41.870043599999995,-87.65030929999999
1.628147840499878,41.870043599999995,-87.65030929999999
1.6512484550476074,41.870043599999995,-87.65030929999999
1.6516213417053223,41.870043599999995,-87.65030929999999
1.6664984226226807,41.870043599999995,-87.65030929999999
1.6668236255645752,41.870043599999995,-87.65030929999999
1.6883931159973145,41.870043599999995,-87.65030929999999
1.6888928413391113,41.870043599999995,-87.65030929999999
1.7061119079589844,41.870043599999995,-87.65030929999999
1.7065813541412354,41.870043599999995,-87.65030929999999
1.727034091949463,41.8700437,-87.65030929999999
1.727400779724121,41.8700437,-87.65030929999999
1.751220941543579,41.8700437,-87.65030929999999
1.751563549041748,41.8700437,-87.65030929999999
1.7660653591156006,41.8700437,-87.65030929999999
1.7664103507995605,41.8700437,-87.65030929999999
1.786506175994873,41.8700437,-87.65030929999999
1.786848783493042,41.8700437,-87.65030929999999
1.808443307876587,41.8700437,-87.65030929999999
1.8090591430664062,41.8700437,-87.65030929999999
1.8266539573669434,41.8700437,-87.65030929999999
1.8270738124847412,41.8700437,-87.65030929999999
1.8504574298858643,41.8700437,-87.65030929999999
1.8509256839752197,41.8700437,-87.65030929999999
1.8682458400726318,41.8700437,-87.65030929999999
1.868666648864746,41.8700437,-87.65030929999999
1.8888063430786133,41.8700437,-87.65030929999999
1.889183521270752,41.8700437,-87.65030929999999
1.9065840244293213,41.8700437,-87.65030929999999
1.9069185256958008,41.8700437,-87.65030929999999
1.929142951965332,41.8700437,-87.65030929999999
1.9295587539672852,41.8700437,-87.65030929999999
1.946885585784912,41.8700437,-87.65030929999999
1.9473066329956055,41.8700437,-87.65030929999999
1.9666333198547363,41.8700437,-87.65030929999999
1.9669921398162842,41.8700437,-87.65030929999999
1.9887280464172363,41.8700437,-87.65030929999999
1.9891822338104248,41.8700437,-87.65030929999999
2.0061686038970947,41.8700437,-87.65030929999999
2.0065083503723145,41.8700437,-87.65030929999999
2.02748703956604,41.8700437,-87.65030929999999
2.027855396270752,41.8700437,-87.65030929999999
2.0515477657318115,41.8700437,-87.65030929999999
2.052067995071411,41.8700437,-87.65030929999999
2.066323757171631,41.8700437,-87.6503092
2.066743850708008,41.8700437,-87.6503092
2.08713436126709,41.8700437,-87.6503092
2.0875048637390137,41.8700437,-87.6503092
2.1082544326782227,41.8700437,-87.6503092
2.1086184978485107,41.8700437,-87.6503092
2.126650094985962,41.8700437,-87.6503092
2.127016305923462,41.8700437,-87.6503092
2.150118350982666,41.8700437,-87.6503092
2.150458574295044,41.8700437,-87.6503092
2.1684319972991943,41.8700437,-87.6503092
2.169024705886841,41.8700437,-87.6503092
2.1860435009002686,41.8700437,-87.6503092
2.1864514350891113,41.8700437,-87.6503092
2.2072389125823975,41.8700437,-87.6503092
2.2076117992401123,41.8700437,-87.6503092
2.228658437728882,41.8700437,-87.6503092
2.229124069213867,41.8700437,-87.6503092
2.2460837364196777,41.8700437,-87.6503092
2.246450424194336,41.8700437,-87.6503092
2.266420602798462,41.8700437,-87.6503092
2.2667715549468994,41.8700437,-87.6503092
2.2890350818634033,41.8700437,-87.6503092
2.289562463760376,41.8700437,-87.6503092
2.3061747550964355,41.8700437,-87.6503092
